target_count,seed_index,stage,cycles,actual_iter,result_index,trial_count,L_BBHT,semantic_equal
1,85,K3/H3-E4-M1,27601,43,507,22,145,1
1,85,K3/H3-E4-M2,22686,43,507,22,145,1
1,86,Normal-E1,238823,200,507,24,200,1
1,86,K4/H4-E1,93597,64,507,24,200,1
1,86,K4/H4-E4,44156,64,507,24,200,1
1,86,K3/H3-E4,40628,64,507,24,200,1
1,86,K3/H3-E4-M1,34674,64,507,24,200,1
1,86,K3/H3-E4-M2,29381,64,507,24,200,1
1,87,Normal-E1,227704,191,507,23,191,1
1,87,K4/H4-E1,77761,52,507,23,191,1
1,87,K4/H4-E4,37898,52,507,23,191,1
1,87,K3/H3-E4,36260,53,507,23,191,1
1,87,K3/H3-E4-M1,30372,53,507,23,191,1
1,87,K3/H3-E4-M2,25497,53,507,23,191,1
1,88,Normal-E1,236807,199,507,24,199,1
1,88,K4/H4-E1,93886,65,507,24,199,1
1,88,K4/H4-E4,43398,65,507,24,199,1
1,88,K3/H3-E4,40436,67,507,24,199,1
1,88,K3/H3-E4-M1,34432,67,507,24,199,1
1,88,K3/H3-E4-M2,29745,67,507,24,199,1
1,89,Normal-E1,63997,41,507,16,41,1
1,89,K4/H4-E1,26768,8,507,16,41,1
1,89,K4/H4-E4,20239,8,507,16,41,1
1,89,K3/H3-E4,19130,8,507,16,41,1
1,89,K3/H3-E4-M1,15034,8,507,16,41,1
1,89,K3/H3-E4-M2,11145,8,507,16,41,1
1,90,Normal-E1,212148,174,507,24,174,1
1,90,K4/H4-E1,97311,69,507,24,174,1
1,90,K4/H4-E4,43934,69,507,24,174,1
1,90,K3/H3-E4,42522,71,507,24,174,1
1,90,K3/H3-E4-M1,36378,71,507,24,174,1
1,90,K3/H3-E4-M2,30933,71,507,24,174,1
1,91,Normal-E1,77466,53,507,17,53,1
1,91,K4/H4-E1,38265,18,507,17,53,1
1,91,K4/H4-E4,24531,18,507,17,53,1
1,91,K3/H3-E4,22344,18,507,17,53,1
1,91,K3/H3-E4-M1,17992,18,507,17,53,1
1,91,K3/H3-E4-M2,14247,18,507,17,53,1
1,92,Normal-E1,115236,86,507,20,86,1
1,92,K4/H4-E1,45920,23,507,20,86,1
1,92,K4/H4-E4,27871,23,507,20,86,1
1,92,K3/H3-E4,26360,25,507,20,86,1
1,92,K3/H3-E4-M1,21294,25,507,20,86,1
1,92,K3/H3-E4-M2,17004,25,507,20,86,1
1,93,Normal-E1,229101,192,507,23,192,1
1,93,K4/H4-E1,77174,50,507,23,192,1
1,93,K4/H4-E4,38752,50,507,23,192,1
1,93,K3/H3-E4,36222,51,507,23,192,1
1,93,K3/H3-E4-M1,30334,51,507,23,192,1
1,93,K3/H3-E4-M2,25308,51,507,23,192,1
1,94,Normal-E1,87078,62,507,18,62,1
1,94,K4/H4-E1,43395,23,507,18,62,1
1,94,K4/H4-E4,25346,23,507,18,62,1
1,94,K3/H3-E4,24544,27,507,18,62,1
1,94,K3/H3-E4-M1,19936,27,507,18,62,1
1,94,K3/H3-E4-M2,16921,27,507,18,62,1
1,95,Normal-E1,104194,75,507,20,75,1
1,95,K4/H4-E1,43632,18,507,20,75,1
1,95,K4/H4-E4,29423,18,507,20,75,1
1,95,K3/H3-E4,26903,25,507,20,75,1
1,95,K3/H3-E4-M1,22039,25,507,20,75,1
1,95,K3/H3-E4-M2,17665,25,507,20,75,1
1,96,Normal-E1,220000,183,507,24,183,1
1,96,K4/H4-E1,94268,64,507,24,183,1
1,96,K4/H4-E4,45189,64,507,24,183,1
1,96,K3/H3-E4,40427,68,507,24,183,1
1,96,K3/H3-E4-M1,34402,68,507,24,183,1
1,96,K3/H3-E4-M2,30470,68,507,24,183,1
1,97,Normal-E1,133076,102,507,21,102,1
1,97,K4/H4-E1,52237,26,507,21,102,1
1,97,K4/H4-E4,31499,26,507,21,102,1
1,97,K3/H3-E4,28095,28,507,21,102,1
1,97,K3/H3-E4-M1,22719,28,507,21,102,1
1,97,K3/H3-E4-M2,18616,28,507,21,102,1
1,98,Normal-E1,131437,102,507,20,102,1
1,98,K4/H4-E1,43140,20,507,20,102,1
1,98,K4/H4-E4,27882,20,507,20,102,1
1,98,K3/H3-E4,24707,20,507,20,102,1
1,98,K3/H3-E4-M1,19587,20,507,20,102,1
1,98,K3/H3-E4-M2,15763,20,507,20,102,1
1,99,Normal-E1,306679,263,507,27,263,1
1,99,K4/H4-E1,173707,138,507,27,263,1
1,99,K4/H4-E4,67338,138,507,27,263,1
1,99,K3/H3-E4,61491,138,507,27,263,1
1,99,K3/H3-E4-M1,54711,138,507,27,263,1
1,99,K3/H3-E4-M2,49776,138,507,27,263,1
4,0,Normal-E1,151009,119,8685,21,119,1
4,0,K4/H4-E1,62890,38,8685,21,119,1
4,0,K4/H4-E4,33321,38,8685,21,119,1
4,0,K3/H3-E4,30981,38,8685,21,119,1
4,0,K3/H3-E4-M1,25605,38,8685,21,119,1
4,0,K3/H3-E4-M2,20935,38,8685,21,119,1
4,1,Normal-E1,166356,132,8685,23,132,1
4,1,K4/H4-E1,68879,43,8685,23,132,1
4,1,K4/H4-E4,35470,43,8685,23,132,1
4,1,K3/H3-E4,33208,43,8685,23,132,1
4,1,K3/H3-E4-M1,27320,43,8685,23,132,1
4,1,K3/H3-E4-M2,23031,43,8685,23,132,1
4,2,Normal-E1,116867,89,2852,19,89,1
4,2,K4/H4-E1,47194,24,2852,19,89,1
4,2,K4/H4-E4,28377,24,2852,19,89,1
4,2,K3/H3-E4,25137,24,2852,19,89,1
4,2,K3/H3-E4-M1,20273,24,2852,19,89,1
4,2,K3/H3-E4-M2,16461,24,2852,19,89,1
4,3,Normal-E1,131509,101,2852,20,101,1
4,3,K4/H4-E1,52538,28,2852,20,101,1
4,3,K4/H4-E4,30649,28,2852,20,101,1
4,3,K3/H3-E4,28200,29,2852,20,101,1
4,3,K3/H3-E4-M1,23080,29,2852,20,101,1
4,3,K3/H3-E4-M2,18375,29,2852,20,101,1
4,4,Normal-E1,69664,47,4724,16,47,1
4,4,K4/H4-E1,30555,11,4724,16,47,1
4,4,K4/H4-E4,21722,11,4724,16,47,1
4,4,K3/H3-E4,19397,11,4724,16,47,1
4,4,K3/H3-E4-M1,15301,11,4724,16,47,1
4,4,K3/H3-E4-M2,11977,11,4724,16,47,1
4,5,Normal-E1,100652,72,2852,20,72,1
4,5,K4/H4-E1,40216,18,2852,20,72,1
4,5,K4/H4-E4,27704,18,2852,20,72,1
4,5,K3/H3-E4,24384,18,2852,20,72,1
4,5,K3/H3-E4-M1,19264,18,2852,20,72,1
4,5,K3/H3-E4-M2,15285,18,2852,20,72,1
4,6,Normal-E1,26215,14,507,9,14,1
4,6,K4/H4-E1,16302,4,507,9,14,1
4,6,K4/H4-E4,12845,4,507,9,14,1
4,6,K3/H3-E4,11736,4,507,9,14,1
4,6,K3/H3-E4-M1,9432,4,507,9,14,1
4,6,K3/H3-E4-M2,7643,4,507,9,14,1
4,7,Normal-E1,143012,112,507,21,112,1
4,7,K4/H4-E1,60197,36,507,21,112,1
4,7,K4/H4-E4,32164,36,507,21,112,1
4,7,K3/H3-E4,29819,36,507,21,112,1
4,7,K3/H3-E4-M1,24460,36,507,21,112,1
4,7,K3/H3-E4-M2,20553,36,507,21,112,1
4,8,Normal-E1,61652,40,2852,15,40,1
4,8,K4/H4-E1,26057,8,2852,15,40,1
4,8,K4/H4-E4,19528,8,2852,15,40,1
4,8,K3/H3-E4,18324,8,2852,15,40,1
4,8,K3/H3-E4-M1,14484,8,2852,15,40,1
4,8,K3/H3-E4-M2,10924,8,2852,15,40,1
4,9,Normal-E1,128492,94,2852,23,94,1
4,9,K4/H4-E1,56024,29,2852,23,94,1
4,9,K4/H4-E4,32982,29,2852,23,94,1
4,9,K3/H3-E4,33929,40,2852,23,94,1
4,9,K3/H3-E4-M1,28194,40,2852,23,94,1
4,9,K3/H3-E4-M2,22418,40,2852,23,94,1
4,10,Normal-E1,91832,65,2852,19,65,1
4,10,K4/H4-E1,40889,19,2852,19,65,1
4,10,K4/H4-E4,25912,19,2852,19,65,1
4,10,K3/H3-E4,23962,20,2852,19,65,1
4,10,K3/H3-E4-M1,19145,20,2852,19,65,1
4,10,K3/H3-E4-M2,15479,20,2852,19,65,1
4,11,Normal-E1,61835,41,4724,15,41,1
4,11,K4/H4-E1,28437,10,4724,15,41,1
4,11,K4/H4-E4,20372,10,4724,15,41,1
4,11,K3/H3-E4,18006,10,4724,15,41,1
4,11,K3/H3-E4-M1,14346,10,4724,15,41,1
4,11,K3/H3-E4-M2,11477,10,4724,15,41,1
4,12,Normal-E1,66710,42,507,18,42,1
4,12,K4/H4-E1,30345,10,507,18,42,1
4,12,K4/H4-E4,22371,10,507,18,42,1
4,12,K3/H3-E4,20853,12,507,18,42,1
4,12,K3/H3-E4-M1,16442,12,507,18,42,1
4,12,K3/H3-E4-M2,13049,12,507,18,42,1
4,13,Normal-E1,163142,128,2852,22,128,1
4,13,K4/H4-E1,68796,41,2852,22,128,1
4,13,K4/H4-E4,36923,41,2852,22,128,1
4,13,K3/H3-E4,35029,44,2852,22,128,1
4,13,K3/H3-E4-M1,29397,44,2852,22,128,1
4,13,K3/H3-E4-M2,23077,44,2852,22,128,1
4,14,Normal-E1,84580,59,4724,17,59,1
4,14,K4/H4-E1,35882,14,4724,17,59,1
4,14,K4/H4-E4,24745,14,4724,17,59,1
4,14,K3/H3-E4,22199,14,4724,17,59,1
4,14,K3/H3-E4-M1,18001,14,4724,17,59,1
4,14,K3/H3-E4-M2,13243,14,4724,17,59,1
4,15,Normal-E1,116066,85,8685,21,85,1
4,15,K4/H4-E1,61419,35,8685,21,85,1
4,15,K4/H4-E4,34154,35,8685,21,85,1
4,15,K3/H3-E4,31688,39,8685,21,85,1
4,15,K3/H3-E4-M1,26312,39,8685,21,85,1
4,15,K3/H3-E4-M2,21703,39,8685,21,85,1
4,16,Normal-E1,148285,116,2852,21,116,1
4,16,K4/H4-E1,45588,21,2852,21,116,1
4,16,K4/H4-E4,29211,21,2852,21,116,1
4,16,K3/H3-E4,26854,21,2852,21,116,1
4,16,K3/H3-E4-M1,21478,21,2852,21,116,1
4,16,K3/H3-E4-M2,16342,21,2852,21,116,1
4,17,Normal-E1,156705,121,507,24,121,1
4,17,K4/H4-E1,61196,33,507,24,121,1
4,17,K4/H4-E4,36066,33,507,24,121,1
4,17,K3/H3-E4,34552,43,507,24,121,1
4,17,K3/H3-E4-M1,28408,43,507,24,121,1
4,17,K3/H3-E4-M2,23698,43,507,24,121,1
4,18,Normal-E1,149353,116,8685,22,116,1
4,18,K4/H4-E1,50339,25,8685,22,116,1
4,18,K4/H4-E4,30754,25,8685,22,116,1
4,18,K3/H3-E4,29268,28,8685,22,116,1
4,18,K3/H3-E4-M1,23684,28,8685,22,116,1
4,18,K3/H3-E4-M2,18608,28,8685,22,116,1
4,19,Normal-E1,112768,82,507,21,82,1
4,19,K4/H4-E1,54532,28,507,21,82,1
4,19,K4/H4-E4,32765,28,507,21,82,1
4,19,K3/H3-E4,29637,33,507,21,82,1
4,19,K3/H3-E4-M1,24261,33,507,21,82,1
4,19,K3/H3-E4-M2,19389,33,507,21,82,1
4,20,Normal-E1,146131,112,507,22,112,1
4,20,K4/H4-E1,54670,29,507,22,112,1
4,20,K4/H4-E4,32013,29,507,22,112,1
4,20,K3/H3-E4,32827,38,507,22,112,1
4,20,K3/H3-E4-M1,27195,38,507,22,112,1
4,20,K3/H3-E4-M2,21297,38,507,22,112,1
4,21,Normal-E1,16450,4,2852,9,4,1
4,21,K4/H4-E1,16866,4,2852,9,4,1
4,21,K4/H4-E4,13409,4,2852,9,4,1
4,21,K3/H3-E4,12300,4,2852,9,4,1
4,21,K3/H3-E4-M1,9996,4,2852,9,4,1
4,21,K3/H3-E4-M2,7680,4,2852,9,4,1
4,22,Normal-E1,57603,37,507,15,37,1
4,22,K4/H4-E1,26196,9,507,15,37,1
4,22,K4/H4-E4,18899,9,507,15,37,1
4,22,K3/H3-E4,17642,9,507,15,37,1
4,22,K3/H3-E4-M1,13802,9,507,15,37,1
4,22,K3/H3-E4-M2,11144,9,507,15,37,1
4,23,Normal-E1,39242,21,8685,12,21,1
4,23,K4/H4-E1,23673,7,8685,12,21,1
4,23,K4/H4-E4,17912,7,8685,12,21,1
4,23,K3/H3-E4,16803,7,8685,12,21,1
4,23,K3/H3-E4-M1,13731,7,8685,12,21,1
4,23,K3/H3-E4-M2,9589,7,8685,12,21,1
4,24,Normal-E1,25932,14,8685,9,14,1
4,24,K4/H4-E1,16017,4,8685,9,14,1
4,24,K4/H4-E4,12560,4,8685,9,14,1
4,24,K3/H3-E4,11451,4,8685,9,14,1
4,24,K3/H3-E4-M1,9147,4,8685,9,14,1
4,24,K3/H3-E4-M2,7699,4,8685,9,14,1
4,25,Normal-E1,104832,77,4724,19,77,1
4,25,K4/H4-E1,44259,22,4724,19,77,1
4,25,K4/H4-E4,26978,22,4724,19,77,1
4,25,K3/H3-E4,24965,22,4724,19,77,1
4,25,K3/H3-E4-M1,20101,22,4724,19,77,1
4,25,K3/H3-E4-M2,16070,22,4724,19,77,1
4,26,Normal-E1,112722,83,2852,21,83,1
4,26,K4/H4-E1,45036,22,2852,21,83,1
4,26,K4/H4-E4,28877,22,2852,21,83,1
4,26,K3/H3-E4,25639,22,2852,21,83,1
4,26,K3/H3-E4-M1,20263,22,2852,21,83,1
4,26,K3/H3-E4-M2,16502,22,2852,21,83,1
4,27,Normal-E1,105186,77,507,19,77,1
4,27,K4/H4-E1,42840,21,507,19,77,1
4,27,K4/H4-E4,26327,21,507,19,77,1
4,27,K3/H3-E4,25316,22,507,19,77,1
4,27,K3/H3-E4-M1,20455,22,507,19,77,1
4,27,K3/H3-E4-M2,16102,22,507,19,77,1
4,28,Normal-E1,177074,142,2852,23,142,1
4,28,K4/H4-E1,55911,30,2852,23,142,1
4,28,K4/H4-E4,32538,30,2852,23,142,1
4,28,K3/H3-E4,30817,32,2852,23,142,1
4,28,K3/H3-E4-M1,24929,32,2852,23,142,1
4,28,K3/H3-E4-M2,19997,32,2852,23,142,1
4,29,Normal-E1,87746,62,2852,18,62,1
4,29,K4/H4-E1,39982,19,2852,18,62,1
4,29,K4/H4-E4,25005,19,2852,18,62,1
4,29,K3/H3-E4,23616,21,2852,18,62,1
4,29,K3/H3-E4-M1,19008,21,2852,18,62,1
4,29,K3/H3-E4-M2,15414,21,2852,18,62,1
4,30,Normal-E1,108248,80,2852,20,80,1
4,30,K4/H4-E1,49512,25,2852,20,80,1
4,30,K4/H4-E4,29927,25,2852,20,80,1
4,30,K3/H3-E4,25880,26,2852,20,80,1
4,30,K3/H3-E4-M1,21016,26,2852,20,80,1
4,30,K3/H3-E4-M2,17658,26,2852,20,80,1
4,31,Normal-E1,28295,14,4724,10,14,1
4,31,K4/H4-E1,17870,4,4724,10,14,1
4,31,K4/H4-E4,14413,4,4724,10,14,1
4,31,K3/H3-E4,13302,4,4724,10,14,1
4,31,K3/H3-E4-M1,10742,4,4724,10,14,1
4,31,K3/H3-E4-M2,8024,4,4724,10,14,1
4,32,Normal-E1,99604,70,4724,21,70,1
4,32,K4/H4-E1,47443,25,4724,21,70,1
4,32,K4/H4-E4,27858,25,4724,21,70,1
4,32,K3/H3-E4,27014,26,4724,21,70,1
4,32,K3/H3-E4-M1,21638,26,4724,21,70,1
4,32,K3/H3-E4-M2,17629,26,4724,21,70,1
4,33,Normal-E1,126807,98,8685,20,98,1
4,33,K4/H4-E1,52342,28,8685,20,98,1
4,33,K4/H4-E4,31221,28,8685,20,98,1
4,33,K3/H3-E4,27127,31,8685,20,98,1
4,33,K3/H3-E4-M1,22038,31,8685,20,98,1
4,33,K3/H3-E4-M2,18588,31,8685,20,98,1
4,34,Normal-E1,32248,17,8685,11,17,1
4,34,K4/H4-E1,18218,4,8685,11,17,1
4,34,K4/H4-E4,14761,4,8685,11,17,1
4,34,K3/H3-E4,13652,4,8685,11,17,1
4,34,K3/H3-E4-M1,10836,4,8685,11,17,1
4,34,K3/H3-E4-M2,8305,4,8685,11,17,1
4,35,Normal-E1,100158,73,8685,18,73,1
4,35,K4/H4-E1,39756,17,8685,18,73,1
4,35,K4/H4-E4,26315,17,8685,18,73,1
4,35,K3/H3-E4,23603,17,8685,18,73,1
4,35,K3/H3-E4-M1,18995,17,8685,18,73,1
4,35,K3/H3-E4-M2,14504,17,8685,18,73,1
4,36,Normal-E1,71816,47,4724,17,47,1
4,36,K4/H4-E1,37517,17,4724,17,47,1
4,36,K4/H4-E4,24076,17,4724,17,47,1
4,36,K3/H3-E4,22895,18,4724,17,47,1
4,36,K3/H3-E4-M1,18543,18,4724,17,47,1
4,36,K3/H3-E4-M2,14316,18,4724,17,47,1
4,37,Normal-E1,114094,85,507,20,85,1
4,37,K4/H4-E1,55385,31,507,20,85,1
4,37,K4/H4-E4,31740,31,507,20,85,1
4,37,K3/H3-E4,28237,32,507,20,85,1
4,37,K3/H3-E4-M1,23117,32,507,20,85,1
4,37,K3/H3-E4-M2,19292,32,507,20,85,1
4,38,Normal-E1,77426,54,8685,16,54,1
4,38,K4/H4-E1,33905,14,8685,16,54,1
4,38,K4/H4-E4,22993,14,8685,16,54,1
4,38,K3/H3-E4,20723,14,8685,16,54,1
4,38,K3/H3-E4-M1,16627,14,8685,16,54,1
4,38,K3/H3-E4-M2,12768,14,8685,16,54,1
4,39,Normal-E1,97588,71,4724,18,71,1
4,39,K4/H4-E1,44474,22,4724,18,71,1
4,39,K4/H4-E4,27193,22,4724,18,71,1
4,39,K3/H3-E4,24424,22,4724,18,71,1
4,39,K3/H3-E4-M1,19816,22,4724,18,71,1
4,39,K3/H3-E4-M2,15843,22,4724,18,71,1
4,40,Normal-E1,73261,48,507,18,48,1
4,40,K4/H4-E1,34339,13,507,18,48,1
4,40,K4/H4-E4,23970,13,507,18,48,1
4,40,K3/H3-E4,21471,13,507,18,48,1
4,40,K3/H3-E4-M1,16863,13,507,18,48,1
4,40,K3/H3-E4-M2,13359,13,507,18,48,1
4,41,Normal-E1,30274,14,2852,12,14,1
4,41,K4/H4-E1,22258,7,2852,12,14,1
4,41,K4/H4-E4,16497,7,2852,12,14,1
4,41,K3/H3-E4,15060,7,2852,12,14,1
4,41,K3/H3-E4-M1,11988,7,2852,12,14,1
4,41,K3/H3-E4-M2,9490,7,2852,12,14,1
4,42,Normal-E1,55205,34,2852,15,34,1
4,42,K4/H4-E1,30567,12,2852,15,34,1
4,42,K4/H4-E4,20966,12,2852,15,34,1
4,42,K3/H3-E4,19134,12,2852,15,34,1
4,42,K3/H3-E4-M1,15294,12,2852,15,34,1
4,42,K3/H3-E4-M2,11951,12,2852,15,34,1
4,43,Normal-E1,126770,98,4724,19,98,1
4,43,K4/H4-E1,43880,20,4724,19,98,1
4,43,K4/H4-E4,28135,20,4724,19,98,1
4,43,K3/H3-E4,24687,20,4724,19,98,1
4,43,K3/H3-E4-M1,19823,20,4724,19,98,1
4,43,K3/H3-E4-M2,15784,20,4724,19,98,1
4,44,Normal-E1,154199,123,2852,21,123,1
4,44,K4/H4-E1,54288,31,2852,21,123,1
4,44,K4/H4-E4,30095,31,2852,21,123,1
4,44,K3/H3-E4,28453,32,2852,21,123,1
4,44,K3/H3-E4-M1,23077,32,2852,21,123,1
4,44,K3/H3-E4-M2,19200,32,2852,21,123,1
4,45,Normal-E1,131157,102,2852,20,102,1
4,45,K4/H4-E1,55833,33,2852,20,102,1
4,45,K4/H4-E4,30104,33,2852,20,102,1
4,45,K3/H3-E4,27870,33,2852,20,102,1
4,45,K3/H3-E4-M1,22812,33,2852,20,102,1
4,45,K3/H3-E4-M2,19173,33,2852,20,102,1
4,46,Normal-E1,95073,68,507,18,68,1
4,46,K4/H4-E1,38833,17,507,18,68,1
4,46,K4/H4-E4,25392,17,507,18,68,1
4,46,K3/H3-E4,23952,18,507,18,68,1
4,46,K3/H3-E4-M1,19344,18,507,18,68,1
4,46,K3/H3-E4-M2,14557,18,507,18,68,1
4,47,Normal-E1,103559,76,8685,19,76,1
4,47,K4/H4-E1,48691,26,8685,19,76,1
4,47,K4/H4-E4,28549,26,8685,19,76,1
4,47,K3/H3-E4,25790,26,8685,19,76,1
4,47,K3/H3-E4-M1,20926,26,8685,19,76,1
4,47,K3/H3-E4-M2,17134,26,8685,19,76,1
4,48,Normal-E1,128295,95,2852,22,95,1
4,48,K4/H4-E1,62249,34,2852,22,95,1
4,48,K4/H4-E4,36555,34,2852,22,95,1
4,48,K3/H3-E4,31893,35,2852,22,95,1
4,48,K3/H3-E4-M1,26398,35,2852,22,95,1
4,48,K3/H3-E4-M2,20916,35,2852,22,95,1
4,49,Normal-E1,67755,44,507,16,44,1
4,49,K4/H4-E1,31603,12,507,16,44,1
4,49,K4/H4-E4,22002,12,507,16,44,1
4,49,K3/H3-E4,20846,12,507,16,44,1
4,49,K3/H3-E4-M1,16750,12,507,16,44,1
4,49,K3/H3-E4-M2,12164,12,507,16,44,1
4,50,Normal-E1,24515,9,8685,12,9,1
4,50,K4/H4-E1,16171,2,8685,12,9,1
4,50,K4/H4-E4,14250,2,8685,12,9,1
4,50,K3/H3-E4,13141,2,8685,12,9,1
4,50,K3/H3-E4-M1,10069,2,8685,12,9,1
4,50,K3/H3-E4-M2,8128,2,8685,12,9,1
4,51,Normal-E1,141673,111,4724,21,111,1
4,51,K4/H4-E1,48118,23,4724,21,111,1
4,51,K4/H4-E4,30367,23,4724,21,111,1
4,51,K3/H3-E4,26041,23,4724,21,111,1
4,51,K3/H3-E4-M1,20925,23,4724,21,111,1
4,51,K3/H3-E4-M2,17206,23,4724,21,111,1
4,52,Normal-E1,100546,73,2852,18,73,1
4,52,K4/H4-E1,43777,21,2852,18,73,1
4,52,K4/H4-E4,27264,21,2852,18,73,1
4,52,K3/H3-E4,25052,21,2852,18,73,1
4,52,K3/H3-E4-M1,20444,21,2852,18,73,1
4,52,K3/H3-E4-M2,15316,21,2852,18,73,1
4,53,Normal-E1,106623,77,4724,20,77,1
4,53,K4/H4-E1,50324,26,4724,20,77,1
4,53,K4/H4-E4,31102,26,4724,20,77,1
4,53,K3/H3-E4,27438,26,4724,20,77,1
4,53,K3/H3-E4-M1,22318,26,4724,20,77,1
4,53,K3/H3-E4-M2,17477,26,4724,20,77,1
4,54,Normal-E1,256725,217,2852,24,217,1
4,54,K4/H4-E1,93502,64,2852,24,217,1
4,54,K4/H4-E4,43965,64,2852,24,217,1
4,54,K3/H3-E4,41494,66,2852,24,217,1
4,54,K3/H3-E4-M1,35350,66,2852,24,217,1
4,54,K3/H3-E4-M2,29513,66,2852,24,217,1
4,55,Normal-E1,158393,124,507,23,124,1
4,55,K4/H4-E1,78176,52,507,23,124,1
4,55,K4/H4-E4,37855,52,507,23,124,1
4,55,K3/H3-E4,36022,52,507,23,124,1
4,55,K3/H3-E4-M1,30183,52,507,23,124,1
4,55,K3/H3-E4-M2,25462,52,507,23,124,1
4,56,Normal-E1,86342,59,8685,19,59,1
4,56,K4/H4-E1,41838,20,8685,19,59,1
4,56,K4/H4-E4,26093,20,8685,19,59,1
4,56,K3/H3-E4,24798,21,8685,19,59,1
4,56,K3/H3-E4-M1,19934,21,8685,19,59,1
4,56,K3/H3-E4-M2,15622,21,8685,19,59,1
4,57,Normal-E1,199817,166,4724,22,166,1
4,57,K4/H4-E1,64822,40,4724,22,166,1
4,57,K4/H4-E4,33717,40,4724,22,166,1
4,57,K3/H3-E4,31792,42,4724,22,166,1
4,57,K3/H3-E4-M1,26258,42,4724,22,166,1
4,57,K3/H3-E4-M2,22280,42,4724,22,166,1
4,58,Normal-E1,128972,97,507,21,97,1
4,58,K4/H4-E1,45839,21,507,21,97,1
4,58,K4/H4-E4,29326,21,507,21,97,1
4,58,K3/H3-E4,27294,21,507,21,97,1
4,58,K3/H3-E4-M1,21918,21,507,21,97,1
4,58,K3/H3-E4-M2,16585,21,507,21,97,1
4,59,Normal-E1,116351,86,2852,20,86,1
4,59,K4/H4-E1,43420,20,2852,20,86,1
4,59,K4/H4-E4,27675,20,2852,20,86,1
4,59,K3/H3-E4,27600,25,2852,20,86,1
4,59,K3/H3-E4-M1,22480,25,2852,20,86,1
4,59,K3/H3-E4-M2,17244,25,2852,20,86,1
4,60,Normal-E1,110614,84,507,18,84,1
4,60,K4/H4-E1,43426,21,507,18,84,1
4,60,K4/H4-E4,27101,21,507,18,84,1
4,60,K3/H3-E4,24294,23,507,18,84,1
4,60,K3/H3-E4-M1,19821,23,507,18,84,1
4,60,K3/H3-E4-M2,16211,23,507,18,84,1
4,61,Normal-E1,157900,123,507,22,123,1
4,61,K4/H4-E1,73686,46,507,22,123,1
4,61,K4/H4-E4,37973,46,507,22,123,1
4,61,K3/H3-E4,36015,48,507,22,123,1
4,61,K3/H3-E4-M1,30435,48,507,22,123,1
4,61,K3/H3-E4-M2,24352,48,507,22,123,1
4,62,Normal-E1,188962,153,2852,23,153,1
4,62,K4/H4-E1,60936,34,2852,23,153,1
4,62,K4/H4-E4,34439,34,2852,23,153,1
4,62,K3/H3-E4,31736,34,2852,23,153,1
4,62,K3/H3-E4-M1,26015,34,2852,23,153,1
4,62,K3/H3-E4-M2,20674,34,2852,23,153,1
4,63,Normal-E1,80530,54,2852,18,54,1
4,63,K4/H4-E1,30918,10,2852,18,54,1
4,63,K4/H4-E4,22853,10,2852,18,54,1
4,63,K3/H3-E4,22009,11,2852,18,54,1
4,63,K3/H3-E4-M1,17401,11,2852,18,54,1
4,63,K3/H3-E4-M2,12614,11,2852,18,54,1
4,64,Normal-E1,90315,64,507,19,64,1
4,64,K4/H4-E1,37010,15,507,19,64,1
4,64,K4/H4-E4,25371,15,507,19,64,1
4,64,K3/H3-E4,22416,16,507,19,64,1
4,64,K3/H3-E4-M1,17759,16,507,19,64,1
4,64,K3/H3-E4-M2,14657,16,507,19,64,1
4,65,Normal-E1,165662,131,8685,23,131,1
4,65,K4/H4-E1,88505,62,8685,23,131,1
4,65,K4/H4-E4,40645,62,8685,23,131,1
4,65,K3/H3-E4,39248,64,8685,23,131,1
4,65,K3/H3-E4-M1,33360,64,8685,23,131,1
4,65,K3/H3-E4-M2,28392,64,8685,23,131,1
4,66,Normal-E1,210239,172,4724,25,172,1
4,66,K4/H4-E1,86302,58,4724,25,172,1
4,66,K4/H4-E4,42909,58,4724,25,172,1
4,66,K3/H3-E4,40845,65,4724,25,172,1
4,66,K3/H3-E4-M1,34541,65,4724,25,172,1
4,66,K3/H3-E4-M2,29960,65,4724,25,172,1
4,67,Normal-E1,51953,30,8685,16,30,1
4,67,K4/H4-E1,26685,8,8685,16,30,1
4,67,K4/H4-E4,19771,8,8685,16,30,1
4,67,K3/H3-E4,18846,9,8685,16,30,1
4,67,K3/H3-E4-M1,14750,9,8685,16,30,1
4,67,K3/H3-E4-M2,11532,9,8685,16,30,1
4,68,Normal-E1,112032,81,2852,21,81,1
4,68,K4/H4-E1,54645,30,2852,21,81,1
4,68,K4/H4-E4,31220,30,2852,21,81,1
4,68,K3/H3-E4,29399,31,2852,21,81,1
4,68,K3/H3-E4-M1,24023,31,2852,21,81,1
4,68,K3/H3-E4-M2,19103,31,2852,21,81,1
4,69,Normal-E1,138392,106,8685,22,106,1
4,69,K4/H4-E1,51028,26,8685,22,106,1
4,69,K4/H4-E4,30675,26,8685,22,106,1
4,69,K3/H3-E4,28368,27,8685,22,106,1
4,69,K3/H3-E4-M1,22736,27,8685,22,106,1
4,69,K3/H3-E4-M2,18355,27,8685,22,106,1
4,70,Normal-E1,152938,119,2852,23,119,1
4,70,K4/H4-E1,59932,32,2852,23,119,1
4,70,K4/H4-E4,34971,32,2852,23,119,1
4,70,K3/H3-E4,33092,42,2852,23,119,1
4,70,K3/H3-E4-M1,27371,42,2852,23,119,1
