target_count,seed_index,seed_j,seed_meas,success,result_index,trial_count,L_BBHT,grover_iterations,termination,saturations,timer_hi,timer_lo,elapsed_us
64,52,2303616881,2317704238,1,16090,16,43,43,0,0,0,9654609,9654609
64,53,3823528168,4280230083,1,15469,13,21,21,0,0,0,5229626,5229626
64,54,915932166,4225497697,1,14405,9,13,13,0,0,0,3348407,3348407
64,55,290270026,2786569550,1,11647,2,1,1,0,0,0,428458,428458
64,56,998836193,208452880,1,7786,7,4,4,0,0,0,1480120,1480120
64,57,751868957,2521805223,1,3876,12,15,15,0,0,0,3926140,3926140
64,58,1836746244,3178207686,1,8225,5,4,4,0,0,0,1279243,1279243
64,59,531476290,1610680995,1,8225,11,14,14,0,0,0,3784166,3784166
64,60,2466151677,3041798003,1,3903,2,1,1,0,0,0,373498,373498
64,61,451719264,2622774970,1,13012,10,13,13,0,0,0,3518480,3518480
64,62,2440531139,3172801472,1,15288,5,4,4,0,0,0,1306445,1306445
64,63,3870812139,3577911438,1,14567,10,11,11,0,0,0,3010955,3010955
64,64,1735398476,3537094375,1,1801,10,10,10,0,0,0,2857406,2857406
64,65,3321930312,169740356,1,26,15,28,28,0,0,0,6620734,6620734
64,66,514127920,787542670,1,9302,13,26,26,0,0,0,6006607,6006607
64,67,1670776051,2145406851,1,682,11,15,15,0,0,0,3847892,3847892
64,68,1846037124,3057889662,1,1825,12,24,24,0,0,0,5657961,5657961
64,69,1031783542,1182628420,1,8225,15,23,23,0,0,0,5753020,5753020
64,70,3989452917,4021149982,1,5531,15,40,40,0,0,0,8785411,8785411
64,71,3095597597,157050764,1,2852,16,27,27,0,0,0,6638480,6638480
64,72,2900502423,3158452890,1,13048,13,20,20,0,0,0,4920299,4920299
64,73,4023588653,2351706675,1,701,17,35,35,0,0,0,8204426,8204426
64,74,3869953461,2132546954,1,507,16,48,48,0,0,0,10339493,10339493
64,75,1701234072,3397405440,1,10812,7,5,5,0,0,0,1696128,1696128
64,76,1315204509,3417201344,1,1801,15,36,36,0,0,0,8060348,8060348
64,77,98049391,638337043,1,701,8,8,8,0,0,0,2216437,2216437
64,78,538506915,1462290420,1,5281,6,5,5,0,0,0,1549835,1549835
64,79,1905180428,1300055564,1,8089,16,43,43,0,0,0,9430575,9430575
64,80,69898007,546550772,1,8799,8,4,4,0,0,0,1513621,1513621
64,81,4229723997,901587185,1,7786,7,6,6,0,0,0,1775388,1775388
64,82,381238115,2103483301,1,10234,11,15,15,0,0,0,3953098,3953098
64,83,2363556494,2975000559,1,5270,14,23,23,0,0,0,5752866,5752866
64,84,2277169536,2109667991,1,14494,3,1,1,0,0,0,511485,511485
64,85,3594356467,4114193610,1,5200,10,13,13,0,0,0,3370074,3370074
64,86,4004225282,22417344,1,586,12,19,19,0,0,0,4654628,4654628
64,87,3254707387,3353423192,1,10593,13,23,23,0,0,0,5510198,5510198
64,88,117950938,4131693561,1,7786,13,25,25,0,0,0,5913425,5913425
64,89,3725433904,1487072911,1,10931,10,13,13,0,0,0,3516432,3516432
64,90,2094067655,2671271163,1,16090,13,12,12,0,0,0,3586835,3586835
64,91,3838529702,2496739113,1,13048,14,18,18,0,0,0,4827860,4827860
64,92,2693276185,418864420,1,5341,3,1,1,0,0,0,527510,527510
64,93,3291866866,4149891772,1,13012,10,14,14,0,0,0,3578298,3578298
64,94,18572272,178471750,1,507,13,21,21,0,0,0,5089355,5089355
64,95,457535095,3997568916,1,507,20,75,75,0,0,0,15743072,15743072
64,96,268994056,4014048049,1,13012,14,21,21,0,0,0,5225005,5225005
64,97,1875886930,4177174348,1,1801,16,33,33,0,0,0,7617900,7617900
64,98,4217403311,1899337129,1,491,10,7,7,0,0,0,2310188,2310188
64,99,3337336622,150860041,1,5531,6,4,4,0,0,0,1331153,1331153
256,0,2065550767,607587826,1,15288,8,7,7,0,0,0,2141128,2141128
256,1,981837020,2746853941,1,5849,5,2,2,0,0,0,901438,901438
256,2,1633855666,2266769263,1,8081,7,3,3,0,0,0,1264342,1264342
256,3,3282944846,4122538539,1,16060,9,8,8,0,0,0,2409147,2409147
256,4,732984319,1065588451,1,12680,12,17,17,0,0,0,4364972,4364972
256,5,3663223475,2803464919,1,7233,10,5,5,0,0,0,1937118,1937118
256,6,248580544,1459736146,1,3716,7,7,7,0,0,0,1985774,1985774
256,7,271503219,1405575467,1,3545,8,8,8,0,0,0,2197343,2197343
256,8,3475617441,891492996,1,11907,10,8,8,0,0,0,2576812,2576812
256,9,3298605890,3500391352,1,12001,1,0,0,0,0,0,120596,120596
256,10,1287986467,3993909940,1,5451,4,2,2,0,0,0,761916,761916
256,11,4192774778,839435034,1,873,12,19,19,0,0,0,4654424,4654424
256,12,3718819921,3356515485,1,90,5,3,3,0,0,0,1058808,1058808
256,13,2885358015,4125017950,1,7326,6,5,5,0,0,0,1546166,1546166
256,14,543397905,1802140743,1,1930,6,7,7,0,0,0,1921685,1921685
256,15,2893196498,3397696620,1,13448,9,3,3,0,0,0,1502139,1502139
256,16,1235409529,3778504485,1,12329,6,4,4,0,0,0,1318673,1318673
256,17,1671752151,1634130852,1,6247,7,6,6,0,0,0,1852938,1852938
256,18,2307125506,1140547971,1,4389,7,4,4,0,0,0,1406042,1406042
256,19,3060902520,3380271266,1,13749,7,3,3,0,0,0,1309969,1309969
256,20,3672856170,2560514877,1,6940,9,9,9,0,0,0,2628934,2628934
256,21,4128775168,2739252299,1,2302,9,4,4,0,0,0,1711012,1711012
256,22,1310251090,2693365983,1,7844,9,7,7,0,0,0,2119246,2119246
256,23,2687880890,1629349060,1,6733,5,4,4,0,0,0,1288953,1288953
256,24,3259068132,1931736185,1,4724,8,10,10,0,0,0,2583213,2583213
256,25,4225432541,2696990511,1,9555,12,14,14,0,0,0,3741800,3741800
256,26,2755641159,2380888848,1,6702,9,6,6,0,0,0,1937254,1937254
256,27,1746008001,3406234698,1,10532,6,4,4,0,0,0,1350866,1350866
256,28,1628298796,2364923577,1,314,8,7,7,0,0,0,2113873,2113873
256,29,2183404423,3152183097,1,14410,7,6,6,0,0,0,1908645,1908645
256,30,1214542992,3935654379,1,4956,9,7,7,0,0,0,2156384,2156384
256,31,1675574143,2830129121,1,15859,9,10,10,0,0,0,2835036,2835036
256,32,1127294395,841088752,1,11246,10,12,12,0,0,0,3202559,3202559
256,33,2034482752,1715596921,1,825,8,8,8,0,0,0,2243068,2243068
256,34,650719826,1734158600,1,10842,7,5,5,0,0,0,1695434,1695434
256,35,3689147721,2815421014,1,9972,6,6,6,0,0,0,1739286,1739286
256,36,3270286260,3217075870,1,16297,6,3,3,0,0,0,1266461,1266461
256,37,3891037529,812672172,1,1456,5,4,4,0,0,0,1200363,1200363
256,38,3434646356,753926488,1,11990,6,5,5,0,0,0,1611406,1611406
256,39,3037914788,731803788,1,10839,4,2,2,0,0,0,771407,771407
256,40,2116828546,2795483541,1,586,5,4,4,0,0,0,1273459,1273459
256,41,1488184749,597824083,1,7400,5,4,4,0,0,0,1226720,1226720
256,42,2584200203,1051168140,1,507,10,8,8,0,0,0,2502681,2502681
256,43,4059669835,2063653729,1,160,6,3,3,0,0,0,1095588,1095588
256,44,4221968685,3099080042,1,7400,11,8,8,0,0,0,2563659,2563659
256,45,480642581,3612588106,1,8996,6,4,4,0,0,0,1315315,1315315
256,46,2693122366,431509581,1,15586,8,6,6,0,0,0,1978852,1978852
256,47,404293123,2902735026,1,56,9,6,6,0,0,0,2049474,2049474
256,48,3239328888,3151672269,1,10265,11,7,7,0,0,0,2474277,2474277
256,49,857760764,573285756,1,5281,9,6,6,0,0,0,2117065,2117065
256,50,3606316651,2879305492,1,2160,13,15,15,0,0,0,3964908,3964908
256,51,1689870988,2631447832,1,6300,5,4,4,0,0,0,1222509,1222509
256,52,2303616881,2317704238,1,13448,3,1,1,0,0,0,567443,567443
256,53,3823528168,4280230083,1,8799,9,7,7,0,0,0,2257526,2257526
256,54,915932166,4225497697,1,7615,4,2,2,0,0,0,767607,767607
256,55,290270026,2786569550,1,12785,4,2,2,0,0,0,823002,823002
256,56,998836193,208452880,1,7780,7,4,4,0,0,0,1479852,1479852
256,57,751868957,2521805223,1,9459,7,2,2,0,0,0,1019618,1019618
256,58,1836746244,3178207686,1,8225,5,4,4,0,0,0,1279361,1279361
256,59,531476290,1610680995,1,4389,6,5,5,0,0,0,1608211,1608211
256,60,2466151677,3041798003,1,11343,9,10,10,0,0,0,2700238,2700238
256,61,451719264,2622774970,1,12329,11,17,17,0,0,0,4341679,4341679
256,62,2440531139,3172801472,1,5666,10,13,13,0,0,0,3468611,3468611
256,63,3870812139,3577911438,1,14388,10,11,11,0,0,0,3010124,3010124
256,64,1735398476,3537094375,1,3410,8,4,4,0,0,0,1555313,1555313
256,65,3321930312,169740356,1,10195,6,3,3,0,0,0,1156575,1156575
256,66,514127920,787542670,1,1133,6,2,2,0,0,0,943251,943251
256,67,1670776051,2145406851,1,5270,10,10,10,0,0,0,2861828,2861828
256,68,1846037124,3057889662,1,8996,8,6,6,0,0,0,1924229,1924229
256,69,1031783542,1182628420,1,15374,7,3,3,0,0,0,1299870,1299870
256,70,3989452917,4021149982,1,2789,4,3,3,0,0,0,924247,924247
256,71,3095597597,157050764,1,15233,8,6,6,0,0,0,1943746,1943746
256,72,2900502423,3158452890,1,1859,7,4,4,0,0,0,1456498,1456498
256,73,4023588653,2351706675,1,9230,7,6,6,0,0,0,1863957,1863957
256,74,3869953461,2132546954,1,2442,6,2,2,0,0,0,993743,993743
256,75,1701234072,3397405440,1,14410,2,1,1,0,0,0,430116,430116
256,76,1315204509,3417201344,1,13239,9,10,10,0,0,0,2691522,2691522
256,77,98049391,638337043,1,9230,7,5,5,0,0,0,1593421,1593421
256,78,538506915,1462290420,1,3237,2,1,1,0,0,0,372954,372954
256,79,1905180428,1300055564,1,11111,2,1,1,0,0,0,396640,396640
256,80,69898007,546550772,1,8089,10,10,10,0,0,0,2826907,2826907
256,81,4229723997,901587185,1,9492,6,4,4,0,0,0,1307007,1307007
256,82,381238115,2103483301,1,14992,3,1,1,0,0,0,564303,564303
256,83,2363556494,2975000559,1,15859,3,2,2,0,0,0,723387,723387
256,84,2277169536,2109667991,1,10082,6,4,4,0,0,0,1324477,1324477
256,85,3594356467,4114193610,1,8851,9,10,10,0,0,0,2728855,2728855
256,86,4004225282,22417344,1,10812,11,13,13,0,0,0,3483219,3483219
256,87,3254707387,3353423192,1,6247,12,15,15,0,0,0,3937400,3937400
256,88,117950938,4131693561,1,1038,6,3,3,0,0,0,1167066,1167066
256,89,3725433904,1487072911,1,10532,10,13,13,0,0,0,3513524,3513524
256,90,2094067655,2671271163,1,15943,13,12,12,0,0,0,3585118,3585118
256,91,3838529702,2496739113,1,9960,4,1,1,0,0,0,645067,645067
256,92,2693276185,418864420,1,8081,4,1,1,0,0,0,632509,632509
256,93,3291866866,4149891772,1,12684,10,14,14,0,0,0,3575527,3575527
256,94,18572272,178471750,1,2888,7,3,3,0,0,0,1198872,1198872
256,95,457535095,3997568916,1,2852,9,7,7,0,0,0,2270381,2270381
256,96,268994056,4014048049,1,1456,4,2,2,0,0,0,707403,707403
256,97,1875886930,4177174348,1,13286,6,3,3,0,0,0,1196007,1196007
256,98,4217403311,1899337129,1,10964,2,1,1,0,0,0,394468,394468
256,99,3337336622,150860041,1,2852,5,2,2,0,0,0,871904,871904
