m,seed_idx,mode,result_index,trial,l_bbht,iter,cycles,cfgerr
64,89,dram,10931,10,13,0,11616,0
64,90,dram,16090,13,12,0,16117,0
64,91,dram,13048,14,18,0,17269,0
64,92,dram,5341,3,1,0,3736,0
64,93,dram,13012,10,14,0,10611,0
64,94,dram,507,13,21,0,15059,0
64,95,dram,507,20,75,3,28627,0
64,96,dram,13012,14,21,0,15553,0
64,97,dram,1801,16,33,0,18752,0
64,98,dram,491,10,7,0,12138,0
64,99,dram,5531,6,4,0,7291,0
256,0,dram,15288,8,7,3,15014,0
256,1,dram,5849,5,2,0,5240,0
256,2,dram,8081,7,3,0,7649,0
256,3,dram,16060,9,8,1,11557,0
256,4,dram,12680,12,17,3,18655,0
256,5,dram,7233,10,5,0,10106,0
256,6,dram,3716,7,7,0,7612,0
256,7,dram,3545,8,8,0,9361,0
256,8,dram,11907,10,8,0,11834,0
256,9,dram,12001,1,0,0,1446,0
256,10,dram,5451,4,2,0,4132,0
256,11,dram,873,12,19,0,13406,0
256,12,dram,90,5,3,0,6065,0
256,13,dram,7326,6,5,0,6512,0
256,14,dram,1930,6,7,0,6635,0
256,15,dram,13448,9,3,0,9519,0
256,16,dram,12329,6,4,0,6656,0
256,17,dram,6247,7,6,0,8506,0
256,18,dram,4389,7,4,0,7322,0
256,19,dram,13749,7,3,0,8005,0
256,20,dram,6940,9,9,0,11350,0
256,21,dram,2302,9,4,0,8714,0
256,22,dram,7844,9,7,0,9681,0
256,23,dram,6733,5,4,0,6407,0
256,24,dram,4724,8,10,0,8487,0
256,25,dram,9555,12,14,0,13968,0
256,26,dram,6702,9,6,0,8597,0
256,27,dram,10532,6,4,0,6413,0
256,28,dram,314,8,7,0,10650,0
256,29,dram,14410,7,6,0,8944,0
256,30,dram,4956,9,7,0,9508,0
256,31,dram,15859,9,10,0,12541,0
256,32,dram,11246,10,12,0,11050,0
256,33,dram,825,8,8,0,8724,0
256,34,dram,10842,7,5,0,8721,0
256,35,dram,9972,6,6,0,7621,0
256,36,dram,16297,6,3,0,7197,0
256,37,dram,1456,5,4,0,6264,0
256,38,dram,11990,6,5,0,8038,0
256,39,dram,10839,4,2,0,5243,0
256,40,dram,586,5,4,0,5774,0
256,41,dram,7400,5,4,0,6467,0
256,42,dram,507,10,8,0,11783,0
256,43,dram,160,6,3,0,7375,0
256,44,dram,7400,11,8,0,12742,0
256,45,dram,8996,6,4,0,7150,0
256,46,dram,15586,8,6,0,8946,0
256,47,dram,56,9,6,0,10068,0
256,48,dram,10265,11,7,0,12510,0
256,49,dram,5281,9,6,0,10552,0
256,50,dram,2160,13,15,0,13715,0
256,51,dram,6300,5,4,0,5921,0
256,52,dram,13448,3,1,0,4037,0
256,53,dram,8799,9,7,0,11273,0
256,54,dram,7615,4,2,0,4160,0
256,55,dram,12785,4,2,0,5649,0
256,56,dram,7780,7,4,0,7888,0
256,57,dram,9459,7,2,0,6164,0
256,58,dram,8225,5,4,0,6385,0
256,59,dram,4389,6,5,0,8026,0
256,60,dram,11343,9,10,0,10447,0
256,61,dram,12329,11,17,0,13886,0
256,62,dram,5666,10,13,0,12185,0
256,63,dram,14388,10,11,0,11465,0
256,64,dram,3410,8,4,0,8573,0
256,65,dram,10195,6,3,0,6834,0
256,66,dram,1133,6,2,0,6599,0
256,67,dram,5270,10,10,0,11744,0
256,68,dram,8996,8,6,0,9058,0
256,69,dram,15374,7,3,0,7960,0
256,70,dram,2789,4,3,0,3956,0
256,71,dram,15233,8,6,0,9721,0
256,72,dram,1859,7,4,0,7711,0
256,73,dram,9230,7,6,0,8554,0
256,74,dram,2442,6,2,0,6972,0
256,75,dram,14410,2,1,0,2951,0
256,76,dram,13239,9,10,0,10877,0
256,77,dram,9230,7,5,0,7900,0
256,78,dram,3237,2,1,0,2517,0
256,79,dram,11111,2,1,0,2704,0
256,80,dram,8089,10,10,0,11488,0
256,81,dram,9492,6,4,0,6597,0
256,82,dram,14992,3,1,0,4027,0
256,83,dram,15859,3,2,0,3845,0
256,84,dram,10082,6,4,0,5691,0
256,85,dram,8851,9,10,0,10702,0
256,86,dram,10812,11,13,0,13916,0
256,87,dram,6247,12,15,0,14076,0
256,88,dram,1038,6,3,0,5826,0
256,89,dram,10532,10,13,0,11526,0
256,90,dram,15943,13,12,0,16088,0
256,91,dram,9960,4,1,0,4643,0
256,92,dram,8081,4,1,0,5057,0
256,93,dram,12684,10,14,0,10060,0
256,94,dram,2888,7,3,0,7138,0
256,95,dram,2852,9,7,0,10854,0
256,96,dram,1456,4,2,0,4742,0
256,97,dram,13286,6,3,0,6086,0
256,98,dram,10964,2,1,0,2688,0
256,99,dram,2852,5,2,0,6002,0
