m,seed_idx,mode,result_index,trial,l_bbht,iter,cycles,cfgerr
256,42,dram,507,10,8,0,11827,0
256,43,dram,160,6,3,0,7408,0
256,44,dram,7400,11,8,0,12797,0
256,45,dram,8996,6,4,0,7183,0
256,46,dram,15586,8,6,0,8979,0
256,47,dram,56,9,6,0,10101,0
256,48,dram,10265,11,7,0,12543,0
256,49,dram,5281,9,6,0,10585,0
256,50,dram,2160,13,15,0,13770,0
256,51,dram,6300,5,4,0,5943,0
256,52,dram,13448,3,1,0,4048,0
256,53,dram,8799,9,7,0,11317,0
256,54,dram,7615,4,2,0,4171,0
256,55,dram,12785,4,2,0,5671,0
256,56,dram,7780,7,4,0,7910,0
256,57,dram,9459,7,2,0,6175,0
256,58,dram,8225,5,4,0,6407,0
256,59,dram,4389,6,5,0,8059,0
256,60,dram,11343,9,10,0,10502,0
256,61,dram,12329,11,17,0,13963,0
256,62,dram,5666,10,13,0,12240,0
256,63,dram,14388,10,11,0,11520,0
256,64,dram,3410,8,4,0,8595,0
256,65,dram,10195,6,3,0,6856,0
256,66,dram,1133,6,2,0,6621,0
256,67,dram,5270,10,10,0,11788,0
256,68,dram,8996,8,6,0,9091,0
256,69,dram,15374,7,3,0,7982,0
256,70,dram,2789,4,3,0,3967,0
256,71,dram,15233,8,6,0,9765,0
256,72,dram,1859,7,4,0,7733,0
256,73,dram,9230,7,6,0,8587,0
256,74,dram,2442,6,2,0,6994,0
256,75,dram,14410,2,1,0,2962,0
256,76,dram,13239,9,10,0,10932,0
256,77,dram,9230,7,5,0,7933,0
256,78,dram,3237,2,1,0,2528,0
256,79,dram,11111,2,1,0,2715,0
256,80,dram,8089,10,10,0,11543,0
256,81,dram,9492,6,4,0,6619,0
256,82,dram,14992,3,1,0,4038,0
256,83,dram,15859,3,2,0,3856,0
256,84,dram,10082,6,4,0,5702,0
256,85,dram,8851,9,10,0,10746,0
256,86,dram,10812,11,13,0,13982,0
256,87,dram,6247,12,15,0,14131,0
256,88,dram,1038,6,3,0,5837,0
256,89,dram,10532,10,13,0,11559,0
256,90,dram,15943,13,12,0,16143,0
256,91,dram,9960,4,1,0,4654,0
256,92,dram,8081,4,1,0,5068,0
256,93,dram,12684,10,14,0,10093,0
256,94,dram,2888,7,3,0,7160,0
256,95,dram,2852,9,7,0,10898,0
256,96,dram,1456,4,2,0,4764,0
256,97,dram,13286,6,3,0,6097,0
256,98,dram,10964,2,1,0,2699,0
256,99,dram,2852,5,2,0,6024,0
