target_count,seed_index,policy,software_actual_grover_iterations,fpga_actual_grover_iterations,delta,exact_match
256,6,K4H4,2,2,0,1
256,6,K3H3,2,2,0,1
256,7,K4H4,3,3,0,1
256,7,K3H3,3,3,0,1
256,8,K4H4,4,4,0,1
256,8,K3H3,4,4,0,1
256,9,K4H4,0,0,0,1
256,9,K3H3,0,0,0,1
256,10,K4H4,1,1,0,1
256,10,K3H3,1,1,0,1
256,11,K4H4,7,7,0,1
256,11,K3H3,7,7,0,1
256,12,K4H4,2,2,0,1
256,12,K3H3,2,2,0,1
256,13,K4H4,2,2,0,1
256,13,K3H3,2,2,0,1
256,14,K4H4,2,2,0,1
256,14,K3H3,2,2,0,1
256,15,K4H4,2,2,0,1
256,15,K3H3,2,2,0,1
256,16,K4H4,2,2,0,1
256,16,K3H3,2,2,0,1
256,17,K4H4,2,2,0,1
256,17,K3H3,2,2,0,1
256,18,K4H4,1,1,0,1
256,18,K3H3,1,1,0,1
256,19,K4H4,2,2,0,1
256,19,K3H3,2,2,0,1
256,20,K4H4,4,4,0,1
256,20,K3H3,4,4,0,1
256,21,K4H4,4,4,0,1
256,21,K3H3,4,4,0,1
256,22,K4H4,3,3,0,1
256,22,K3H3,3,3,0,1
256,23,K4H4,2,2,0,1
256,23,K3H3,2,2,0,1
256,24,K4H4,3,3,0,1
256,24,K3H3,3,3,0,1
256,25,K4H4,5,5,0,1
256,25,K3H3,5,5,0,1
256,26,K4H4,2,2,0,1
256,26,K3H3,2,2,0,1
256,27,K4H4,2,2,0,1
256,27,K3H3,2,2,0,1
256,28,K4H4,2,2,0,1
256,28,K3H3,2,2,0,1
256,29,K4H4,2,2,0,1
256,29,K3H3,2,2,0,1
256,30,K4H4,3,3,0,1
256,30,K3H3,3,3,0,1
256,31,K4H4,4,4,0,1
256,31,K3H3,4,4,0,1
256,32,K4H4,4,4,0,1
256,32,K3H3,4,4,0,1
256,33,K4H4,3,3,0,1
256,33,K3H3,3,3,0,1
256,34,K4H4,2,2,0,1
256,34,K3H3,2,2,0,1
256,35,K4H4,2,2,0,1
256,35,K3H3,2,2,0,1
256,36,K4H4,2,2,0,1
256,36,K3H3,2,2,0,1
256,37,K4H4,2,2,0,1
256,37,K3H3,2,2,0,1
256,38,K4H4,2,2,0,1
256,38,K3H3,2,2,0,1
256,39,K4H4,1,1,0,1
256,39,K3H3,1,1,0,1
256,40,K4H4,2,2,0,1
256,40,K3H3,2,2,0,1
256,41,K4H4,2,2,0,1
256,41,K3H3,2,2,0,1
256,42,K4H4,5,5,0,1
256,42,K3H3,5,5,0,1
256,43,K4H4,1,1,0,1
256,43,K3H3,1,1,0,1
256,44,K4H4,3,3,0,1
256,44,K3H3,3,3,0,1
256,45,K4H4,2,2,0,1
256,45,K3H3,2,2,0,1
256,46,K4H4,2,2,0,1
256,46,K3H3,2,2,0,1
256,47,K4H4,3,3,0,1
256,47,K3H3,3,3,0,1
256,48,K4H4,4,4,0,1
256,48,K3H3,4,4,0,1
256,49,K4H4,2,2,0,1
256,49,K3H3,2,2,0,1
256,50,K4H4,6,6,0,1
256,50,K3H3,6,6,0,1
256,51,K4H4,2,2,0,1
256,51,K3H3,2,2,0,1
256,52,K4H4,1,1,0,1
256,52,K3H3,1,1,0,1
256,53,K4H4,3,3,0,1
256,53,K3H3,3,3,0,1
256,54,K4H4,1,1,0,1
256,54,K3H3,1,1,0,1
256,55,K4H4,1,1,0,1
256,55,K3H3,1,1,0,1
256,56,K4H4,2,2,0,1
256,56,K3H3,2,2,0,1
256,57,K4H4,2,2,0,1
256,57,K3H3,2,2,0,1
256,58,K4H4,2,2,0,1
256,58,K3H3,2,2,0,1
256,59,K4H4,2,2,0,1
256,59,K3H3,2,2,0,1
256,60,K4H4,4,4,0,1
256,60,K3H3,4,4,0,1
256,61,K4H4,4,4,0,1
256,61,K3H3,4,4,0,1
256,62,K4H4,5,5,0,1
256,62,K3H3,5,5,0,1
256,63,K4H4,5,5,0,1
256,63,K3H3,5,5,0,1
256,64,K4H4,2,2,0,1
256,64,K3H3,2,2,0,1
256,65,K4H4,2,2,0,1
256,65,K3H3,2,2,0,1
256,66,K4H4,1,1,0,1
256,66,K3H3,1,1,0,1
256,67,K4H4,4,4,0,1
256,67,K3H3,4,4,0,1
256,68,K4H4,2,2,0,1
256,68,K3H3,2,2,0,1
256,69,K4H4,2,2,0,1
256,69,K3H3,2,2,0,1
256,70,K4H4,1,1,0,1
256,70,K3H3,1,1,0,1
256,71,K4H4,2,2,0,1
256,71,K3H3,2,2,0,1
256,72,K4H4,1,1,0,1
256,72,K3H3,1,1,0,1
256,73,K4H4,2,2,0,1
256,73,K3H3,2,2,0,1
256,74,K4H4,1,1,0,1
256,74,K3H3,1,1,0,1
256,75,K4H4,1,1,0,1
256,75,K3H3,1,1,0,1
256,76,K4H4,4,4,0,1
256,76,K3H3,4,4,0,1
256,77,K4H4,2,2,0,1
256,77,K3H3,2,2,0,1
256,78,K4H4,1,1,0,1
256,78,K3H3,1,1,0,1
256,79,K4H4,1,1,0,1
256,79,K3H3,1,1,0,1
256,80,K4H4,5,5,0,1
256,80,K3H3,5,5,0,1
256,81,K4H4,1,1,0,1
256,81,K3H3,1,1,0,1
256,82,K4H4,1,1,0,1
256,82,K3H3,1,1,0,1
256,83,K4H4,1,1,0,1
256,83,K3H3,1,1,0,1
256,84,K4H4,1,1,0,1
256,84,K3H3,1,1,0,1
256,85,K4H4,3,3,0,1
256,85,K3H3,3,3,0,1
256,86,K4H4,4,4,0,1
256,86,K3H3,4,4,0,1
256,87,K4H4,5,5,0,1
256,87,K3H3,5,5,0,1
256,88,K4H4,1,1,0,1
256,88,K3H3,1,1,0,1
256,89,K4H4,5,5,0,1
256,89,K3H3,5,5,0,1
256,90,K4H4,6,6,0,1
256,90,K3H3,6,6,0,1
256,91,K4H4,1,1,0,1
256,91,K3H3,1,1,0,1
256,92,K4H4,1,1,0,1
256,92,K3H3,1,1,0,1
256,93,K4H4,3,3,0,1
256,93,K3H3,3,3,0,1
256,94,K4H4,1,1,0,1
256,94,K3H3,1,1,0,1
256,95,K4H4,2,2,0,1
256,95,K3H3,2,2,0,1
256,96,K4H4,1,1,0,1
256,96,K3H3,1,1,0,1
256,97,K4H4,1,1,0,1
256,97,K3H3,1,1,0,1
256,98,K4H4,1,1,0,1
256,98,K3H3,1,1,0,1
256,99,K4H4,1,1,0,1
256,99,K3H3,1,1,0,1
