scenario_id,qubits,N,data_count,target_count,requested_j,predicate_mode,target_mask_sha256,shared_input_prepare_seconds,backend,sample_count,median_seconds,p95_seconds,min_seconds,max_seconds,build_seconds,transpile_seconds,transpiled_depth,cold_start_total_seconds
q6_m1_j6,6,64,64,1,6,EQ,16abab341fb7f370e27e4dadcf81766dd0dfd0ae64469477bb2cf6614938b2af,1.4309072867035866e-05,NUMPY_FLOAT64,1,0.0005492860218510032,0.0005492860218510032,0.0005492860218510032,0.0005492860218510032,,,,
q6_m1_j6,6,64,64,1,6,EQ,16abab341fb7f370e27e4dadcf81766dd0dfd0ae64469477bb2cf6614938b2af,1.4309072867035866e-05,QISKIT_AER_STATEVECTOR,1,0.008038425934500992,0.008038425934500992,0.008038425934500992,0.008038425934500992,0.0011534889927133918,0.10783268406521529,25,0.11702459899242967
q6_m4_j3,6,64,64,4,3,EQ,5f2a2f7b0eca13f00f1941f90da5a9529204bba62924cce6b7ac814e05d6357e,5.018082447350025e-06,NUMPY_FLOAT64,1,0.0002626030473038554,0.0002626030473038554,0.0002626030473038554,0.0002626030473038554,,,,
q6_m4_j3,6,64,64,4,3,EQ,5f2a2f7b0eca13f00f1941f90da5a9529204bba62924cce6b7ac814e05d6357e,5.018082447350025e-06,QISKIT_AER_STATEVECTOR,1,0.002192460000514984,0.002192460000514984,0.002192460000514984,0.002192460000514984,0.001012830063700676,0.10496020398568362,13,0.10816549404989928
q8_m1_j12,8,256,256,1,12,EQ,d577b6dfa736657f93c3223b466c256c988d5eb5f02cc27ad47f92c1406f7dd2,6.490037776529789e-06,NUMPY_FLOAT64,1,0.0005499679828062654,0.0005499679828062654,0.0005499679828062654,0.0005499679828062654,,,,
q8_m1_j12,8,256,256,1,12,EQ,d577b6dfa736657f93c3223b466c256c988d5eb5f02cc27ad47f92c1406f7dd2,6.490037776529789e-06,QISKIT_AER_STATEVECTOR,1,0.0050383200868964195,0.0050383200868964195,0.0050383200868964195,0.0050383200868964195,0.003535822033882141,0.08427987503819168,49,0.09285401715897024
q8_m4_j6,8,256,256,4,6,EQ,2c37c27dc27c989cd1c0ce391e96e8b6c6c3b8f099114bd196ba6e24cbcf239b,4.524947144091129e-06,NUMPY_FLOAT64,1,0.00021152803674340248,0.00021152803674340248,0.00021152803674340248,0.00021152803674340248,,,,
q8_m4_j6,8,256,256,4,6,EQ,2c37c27dc27c989cd1c0ce391e96e8b6c6c3b8f099114bd196ba6e24cbcf239b,4.524947144091129e-06,QISKIT_AER_STATEVECTOR,1,0.004326693015173078,0.004326693015173078,0.004326693015173078,0.004326693015173078,0.0016895500011742115,0.08315880806185305,25,0.08917505107820034
