target_count,seed_index,seed_j,seed_meas,mode,success,result_valid,result_index,trial_count,l_bbht,actual_iter,cycle_count,timer_hi,timer_lo,status,timeout,unexpected_error,terminal_limit,elapsed_us
4,82,0x16b93b63,0x7d609ba5,1,1,1,8685,12,18,5,16228,0,167,0x0000080c,0,0,0,167
4,83,0x8ce1028e,0xb152e7ef,1,1,1,8685,14,23,8,21406,0,219,0x0000080c,0,0,0,219
4,84,0x87bad980,0x7dbefa97,1,1,1,4724,21,132,25,46036,0,465,0x0000080c,0,0,0,465
4,85,0xd63d86f3,0xf5399cca,1,1,1,4724,20,91,24,43625,0,441,0x0000080c,0,0,0,441
4,86,0xeeaba102,0x01560fc0,1,1,1,8685,21,91,20,39514,0,401,0x0000080c,0,0,0,401
4,87,0xc1fee4bb,0xc7e12d58,1,1,1,4724,19,89,20,40955,0,414,0x0000080c,0,0,0,414
4,88,0x0707c9da,0xf644a3f9,1,1,1,8685,16,48,15,29374,0,300,0x0000080c,0,0,0,300
4,89,0xde0d9c30,0x58a2ee8f,1,1,1,507,16,41,8,22394,0,228,0x0000080c,0,0,0,228
4,90,0x7cd0efc7,0x9f385cfb,1,1,1,8685,18,54,21,37350,0,378,0x0000080c,0,0,0,378
4,91,0xe4cb50a6,0x94d13729,1,1,1,507,17,53,18,33859,0,343,0x0000080c,0,0,0,343
4,92,0xa0882219,0x18f75d24,1,1,1,2852,11,13,6,16015,0,165,0x0000080c,0,0,0,165
4,93,0xc435e6f2,0xf75a52bc,1,1,1,8685,20,96,24,43099,0,435,0x0000080c,0,0,0,435
4,94,0x011b63f0,0x0aa34346,1,1,1,4724,19,71,23,40117,0,407,0x0000080c,0,0,0,407
4,95,0x1b456e77,0xee460f94,1,1,1,8685,17,47,18,36802,0,374,0x0000080c,0,0,0,374
4,96,0x10088608,0xef418331,1,1,1,8685,19,74,18,36061,0,366,0x0000080c,0,0,0,366
4,97,0x6fcfc352,0xf8fa9f4c,1,1,1,2852,22,124,26,48692,0,492,0x0000080c,0,0,0,492
4,98,0xfb6077af,0x713595a9,1,1,1,8685,20,102,20,39139,0,395,0x0000080c,0,0,0,395
4,99,0xc6ebb72e,0x08fdf109,1,1,1,8685,16,42,14,28139,0,287,0x0000080c,0,0,0,287
16,0,0x7b1dcdaf,0x24370df2,1,1,1,4512,11,15,3,13020,0,135,0x0000080c,0,0,0,135
16,1,0x3a85a4dc,0xa3b9aa35,1,1,1,507,15,23,9,25797,0,263,0x0000080c,0,0,0,263
16,2,0x6162a8b2,0x871c276f,1,1,1,10593,17,56,16,31094,0,317,0x0000080c,0,0,0,317
16,3,0xc3adc34e,0xf5b8f22b,1,1,1,5281,18,56,20,37644,0,381,0x0000080c,0,0,0,381
16,4,0x2bb073ff,0x3f8396e3,1,1,1,4512,14,27,7,19539,0,200,0x0000080c,0,0,0,200
16,5,0xda585ab3,0xa7197ad7,1,1,1,10839,15,18,5,18274,0,187,0x0000080c,0,0,0,187
16,6,0x0ed109c0,0x5701ce52,1,1,1,3947,17,68,17,32788,0,333,0x0000080c,0,0,0,333
16,7,0x102ecf73,0x53c7612b,1,1,1,5281,12,25,7,17472,0,179,0x0000080c,0,0,0,179
16,8,0xcf29b6a1,0x35231a84,1,1,1,2852,14,32,7,19926,0,205,0x0000080c,0,0,0,205
16,9,0xc49cbb42,0xd0a3bbb8,1,1,1,3947,12,20,6,17610,0,181,0x0000080c,0,0,0,181
16,10,0x4cc51d23,0xee0e3ab4,1,1,1,14405,15,35,11,24367,0,249,0x0000080c,0,0,0,249
16,11,0xf9e8aa7a,0x3208c31a,1,1,1,1721,17,57,10,25097,0,256,0x0000080c,0,0,0,256
16,12,0xdda8b051,0xc8105c9d,1,1,1,5281,16,28,10,24674,0,252,0x0000080c,0,0,0,252
16,13,0xabfb11bf,0xf5dec75e,1,1,1,10593,16,43,8,23268,0,238,0x0000080c,0,0,0,238
16,14,0x20639811,0x6b6a7c47,1,1,1,4724,19,71,16,35440,0,359,0x0000080c,0,0,0,359
16,15,0xac72acd2,0xca84bc6c,1,1,1,14405,21,85,35,57145,0,576,0x0000080c,0,0,0,576
16,16,0x49a2da79,0xe1376725,1,1,1,10931,13,30,8,23970,0,244,0x0000080c,0,0,0,244
16,17,0x63a4e9d7,0x6166dba4,1,1,1,5281,11,13,4,14006,0,145,0x0000080c,0,0,0,145
16,18,0x8983f102,0x43fb6183,1,1,1,5281,14,27,9,21616,0,222,0x0000080c,0,0,0,222
16,19,0xb671aa78,0xc97ad8a2,1,1,1,10931,21,82,28,50495,0,509,0x0000080c,0,0,0,509
16,20,0xdaeb566a,0x989e5b3d,1,1,1,10931,17,58,13,29195,0,297,0x0000080c,0,0,0,297
16,21,0xf6181c00,0xa345ac4b,1,1,1,7786,19,67,15,32930,0,334,0x0000080c,0,0,0,334
16,22,0x4e18d852,0xa08980df,1,1,1,491,15,37,9,21772,0,224,0x0000080c,0,0,0,224
16,23,0xa035ceba,0x611de4c4,1,1,1,8685,12,21,7,19325,0,198,0x0000080c,0,0,0,198
16,24,0xc2416ee4,0x7323f479,1,1,1,7786,16,47,12,26647,0,271,0x0000080c,0,0,0,271
16,25,0xfbdafbdd,0xa0c0cf2f,1,1,1,491,9,6,2,9372,0,99,0x0000080c,0,0,0,99
16,26,0xa43fbf47,0x8de97b10,1,1,1,4512,15,29,10,22243,0,227,0x0000080c,0,0,0,227
16,27,0x6811f7c1,0xcb07044a,1,1,1,3947,14,32,10,22874,0,233,0x0000080c,0,0,0,233
16,28,0x610dde2c,0x8cf5deb9,1,1,1,5281,11,17,5,14650,0,151,0x0000080c,0,0,0,151
16,29,0x82241b87,0xbbe27f39,1,1,1,7786,14,30,6,18599,0,190,0x0000080c,0,0,0,190
16,30,0x48647490,0xea9551eb,1,1,1,3947,15,26,7,19524,0,200,0x0000080c,0,0,0,200
16,31,0x63df3b7f,0xa8b057e1,1,1,1,2852,14,35,9,21860,0,223,0x0000080c,0,0,0,223
16,32,0x433125bb,0x3221fef0,1,1,1,5281,21,70,25,47427,0,479,0x0000080c,0,0,0,479
16,33,0x7943be40,0x6641ee79,1,1,1,491,13,23,6,17006,0,174,0x0000080c,0,0,0,174
16,34,0x26c93252,0x675d2908,1,1,1,8685,11,17,4,13838,0,143,0x0000080c,0,0,0,143
