m,seed_idx,mode,result_index,trial,l_bbht,iter,cycles,policy_cycles,policy_stall,policy_actions,cold,spec,mismatch
256,41,k4,7400,5,4,2,2434,438,88,24,1,5,0
256,42,normal,507,10,8,8,6757,0,0,0,0,0,0
256,42,k4,507,10,8,5,4943,995,94,74,1,10,0
256,43,normal,160,6,3,3,3555,0,0,0,0,0,0
256,43,k4,160,6,3,1,2498,513,90,30,1,6,0
256,44,normal,7400,11,8,8,7200,0,0,0,0,0,0
256,44,k4,7400,11,8,3,4732,1091,95,103,1,11,0
256,45,normal,8996,6,4,4,3832,0,0,0,0,0,0
256,45,k4,8996,6,4,2,2777,541,90,36,1,6,0
256,46,normal,15586,8,6,6,5279,0,0,0,0,0,0
256,46,k4,15586,8,6,2,3445,948,91,101,1,8,0
256,47,normal,56,9,6,6,5792,0,0,0,0,0,0
256,47,k4,56,9,6,3,4104,1076,95,116,1,9,0
256,48,normal,10265,11,7,7,7053,0,0,0,0,0,0
256,48,k4,10265,11,7,4,5114,966,94,66,1,11,0
256,49,normal,5281,9,6,6,5780,0,0,0,0,0,0
256,49,k4,5281,9,6,2,3822,868,92,73,1,9,0
256,50,normal,2160,13,15,15,9935,0,0,0,0,0,0
256,50,k4,2160,13,15,6,6170,1493,106,157,1,13,0
256,51,normal,6300,5,4,4,3336,0,0,0,0,0,0
256,51,k4,6300,5,4,2,2404,468,88,32,1,5,0
256,52,normal,13448,3,1,1,1658,0,0,0,0,0,0
256,52,k4,13448,3,1,1,1503,292,87,16,1,3,0
256,53,normal,8799,9,7,7,6075,0,0,0,0,0,0
256,53,k4,8799,9,7,3,4119,1154,92,126,1,9,0
256,54,normal,7615,4,2,2,2356,0,0,0,0,0,0
256,54,k4,7615,4,2,1,1811,365,87,20,1,4,0
256,55,normal,12785,4,2,2,2410,0,0,0,0,0,0
256,55,k4,12785,4,2,1,1867,365,89,20,1,4,0
256,56,normal,7780,7,4,4,4280,0,0,0,0,0,0
256,56,k4,7780,7,4,2,3100,762,90,64,1,7,0
256,57,normal,9459,7,2,2,3802,0,0,0,0,0,0
256,57,k4,9459,7,2,2,3154,635,92,40,1,7,0
256,58,normal,8225,5,4,4,3397,0,0,0,0,0,0
256,58,k4,8225,5,4,2,2468,438,91,24,1,5,0
256,59,normal,4389,6,5,5,4167,0,0,0,0,0,0
256,59,k4,4389,6,5,2,2846,513,89,30,1,6,0
256,60,normal,11343,9,10,10,6850,0,0,0,0,0,0
256,60,k4,11343,9,10,4,4364,1314,92,165,1,9,0
256,61,normal,12329,11,17,17,9675,0,0,0,0,0,0
256,61,k4,12329,11,17,4,5088,1350,94,143,1,11,0
256,62,normal,5666,10,13,13,8143,0,0,0,0,0,0
256,62,k4,5666,10,13,5,5006,1225,94,122,1,10,0
256,63,normal,14388,10,11,11,7544,0,0,0,0,0,0
256,63,k4,14388,10,11,5,4935,1227,94,130,1,10,0
256,64,normal,3410,8,4,4,4810,0,0,0,0,0,0
256,64,k4,3410,8,4,2,3506,717,91,46,1,8,0
256,65,normal,10195,6,3,3,3581,0,0,0,0,0,0
256,65,k4,10195,6,3,2,2792,599,91,44,1,6,0
256,66,normal,1133,6,2,2,3329,0,0,0,0,0,0
256,66,k4,1133,6,2,1,2537,438,90,24,1,6,0
256,67,normal,5270,10,10,10,7310,0,0,0,0,0,0
256,67,k4,5270,10,10,4,4702,1267,95,133,1,10,0
256,68,normal,8996,8,6,6,5340,0,0,0,0,0,0
256,68,k4,8996,8,6,2,3509,789,94,63,1,8,0
256,69,normal,15374,7,3,3,4056,0,0,0,0,0,0
256,69,k4,15374,7,3,2,3141,826,90,91,1,7,0
256,70,normal,2789,4,3,3,2634,0,0,0,0,0,0
256,70,k4,2789,4,3,1,1826,365,89,20,1,4,0
256,71,normal,15233,8,6,6,5301,0,0,0,0,0,0
256,71,k4,15233,8,6,2,3468,685,92,42,1,8,0
256,72,normal,1859,7,4,4,4289,0,0,0,0,0,0
256,72,k4,1859,7,4,1,2844,674,92,50,1,7,0
256,73,normal,9230,7,6,6,4805,0,0,0,0,0,0
256,73,k4,9230,7,6,2,3096,681,91,57,1,7,0
256,74,normal,2442,6,2,2,3299,0,0,0,0,0,0
256,74,k4,2442,6,2,1,2508,597,91,46,1,6,0
256,75,normal,14410,2,1,1,1161,0,0,0,0,0,0
256,75,k4,14410,2,1,1,1131,219,87,12,1,2,0
256,76,normal,13239,9,10,10,6764,0,0,0,0,0,0
256,76,k4,13239,9,10,4,4280,1581,92,260,1,9,0
256,77,normal,9230,7,5,5,4506,0,0,0,0,0,0
256,77,k4,9230,7,5,2,3063,772,92,62,1,7,0
256,78,normal,3237,2,1,1,1192,0,0,0,0,0,0
256,78,k4,3237,2,1,1,1160,219,85,12,1,2,0
256,79,normal,11111,2,1,1,1193,0,0,0,0,0,0
256,79,k4,11111,2,1,1,1164,219,88,12,1,2,0
256,80,normal,8089,10,10,10,7333,0,0,0,0,0,0
256,80,k4,8089,10,10,5,4992,1241,93,122,1,10,0
256,81,normal,9492,6,4,4,3888,0,0,0,0,0,0
256,81,k4,9492,6,4,1,2567,591,91,40,1,6,0
256,82,normal,14992,3,1,1,1710,0,0,0,0,0,0
256,82,k4,14992,3,1,1,1554,292,86,16,1,3,0
256,83,normal,15859,3,2,2,1948,0,0,0,0,0,0
256,83,k4,15859,3,2,1,1528,292,87,16,1,3,0
256,84,normal,10082,6,4,4,3859,0,0,0,0,0,0
256,84,k4,10082,6,4,1,2536,587,89,49,1,6,0
256,85,normal,8851,9,10,10,6857,0,0,0,0,0,0
256,85,k4,8851,9,10,3,4111,940,97,86,1,9,0
256,86,normal,10812,11,13,13,8636,0,0,0,0,0,0
256,86,k4,10812,11,13,4,5301,1977,286,319,1,11,0
256,87,normal,6247,12,15,15,9563,0,0,0,0,0,0
256,87,k4,6247,12,15,5,5645,1438,95,170,1,12,0
256,88,normal,1038,6,3,3,3574,0,0,0,0,0,0
256,88,k4,1038,6,3,1,2517,513,90,30,1,6,0
256,89,normal,10532,10,13,13,8144,0,0,0,0,0,0
256,89,k4,10532,10,13,5,5009,1280,94,132,1,10,0
256,90,normal,15943,13,12,12,9303,0,0,0,0,0,0
256,90,k4,15943,13,12,6,6321,1606,96,181,1,13,0
256,91,normal,9960,4,1,1,2140,0,0,0,0,0,0
256,91,k4,9960,4,1,1,1861,365,88,20,1,4,0
256,92,normal,8081,4,1,1,2131,0,0,0,0,0,0
256,92,k4,8081,4,1,1,1853,365,89,20,1,4,0
256,93,normal,12684,10,14,14,8327,0,0,0,0,0,0
256,93,k4,12684,10,14,3,4393,1129,94,106,1,10,0
256,94,normal,2888,7,3,3,4009,0,0,0,0,0,0
256,94,k4,2888,7,3,1,2827,683,90,55,1,7,0
256,95,normal,2852,9,7,7,6079,0,0,0,0,0,0
256,95,k4,2852,9,7,2,3858,1188,94,117,1,9,0
256,96,normal,1456,4,2,2,2371,0,0,0,0,0,0
256,96,k4,1456,4,2,1,1828,365,89,20,1,4,0
256,97,normal,13286,6,3,3,3617,0,0,0,0,0,0
256,97,k4,13286,6,3,1,2559,511,89,28,1,6,0
256,98,normal,10964,2,1,1,1208,0,0,0,0,0,0
256,98,k4,10964,2,1,1,1177,219,86,12,1,2,0
256,99,normal,2852,5,2,2,2856,0,0,0,0,0,0
256,99,k4,2852,5,2,1,2193,438,94,24,1,5,0
# DONE errors=0
