target_count,seed_index,seed_j,seed_meas,mode,success,result_valid,result_index,trial_count,l_bbht,actual_iter,cycle_count,timer_hi,timer_lo,status,timeout,unexpected_error,terminal_limit
1,80,0x042a8f17,0x2093b3f4,0,1,1,507,27,381,381,113588,0,1141,0x0000088c,0,0,0
1,80,0x042a8f17,0x2093b3f4,1,1,1,507,27,381,116,40657,0,411,0x0000088c,0,0,0
1,81,0xfc1c775d,0x35bd20f1,0,1,1,507,28,300,300,92583,0,930,0x0000080c,0,0,0
1,81,0xfc1c775d,0x35bd20f1,1,1,1,507,28,300,95,35492,0,358,0x0000080c,0,0,0
1,82,0x16b93b63,0x7d609ba5,0,1,1,507,27,336,336,101792,0,1022,0x0000080c,0,0,0
1,82,0x16b93b63,0x7d609ba5,1,1,1,507,27,336,114,40179,0,406,0x0000080c,0,0,0
1,83,0x8ce1028e,0xb152e7ef,0,1,1,507,20,110,110,38527,0,391,0x0000080c,0,0,0
1,83,0x8ce1028e,0xb152e7ef,1,1,1,507,20,110,33,16102,0,166,0x0000080c,0,0,0
1,84,0x87bad980,0x7dbefa97,0,1,1,507,26,277,277,85650,0,861,0x0000080c,0,0,0
1,84,0x87bad980,0x7dbefa97,1,1,1,507,26,277,91,33642,0,342,0x0000080c,0,0,0
1,85,0xd63d86f3,0xf5399cca,0,1,1,507,22,145,145,48667,0,491,0x0000080c,0,0,0
1,85,0xd63d86f3,0xf5399cca,1,1,1,507,22,145,43,21534,0,220,0x0000080c,0,0,0
1,86,0xeeaba102,0x01560fc0,0,1,1,507,24,200,200,64190,0,647,0x0000080c,0,0,0
1,86,0xeeaba102,0x01560fc0,1,1,1,507,24,200,64,26102,0,265,0x0000080c,0,0,0
1,87,0xc1fee4bb,0xc7e12d58,0,1,1,507,23,191,191,61398,0,617,0x0000080c,0,0,0
1,87,0xc1fee4bb,0xc7e12d58,1,1,1,507,23,191,53,22218,0,226,0x0000080c,0,0,0
1,88,0x0707c9da,0xf644a3f9,0,1,1,507,24,199,199,63872,0,643,0x0000080c,0,0,0
1,88,0x0707c9da,0xf644a3f9,1,1,1,507,24,199,67,26466,0,268,0x0000080c,0,0,0
1,89,0xde0d9c30,0x58a2ee8f,0,1,1,507,16,41,41,18363,0,188,0x0000080c,0,0,0
1,89,0xde0d9c30,0x58a2ee8f,1,1,1,507,16,41,8,7866,0,84,0x0000080c,0,0,0
1,90,0x7cd0efc7,0x9f385cfb,0,1,1,507,24,174,174,57483,0,580,0x0000080c,0,0,0
1,90,0x7cd0efc7,0x9f385cfb,1,1,1,507,24,174,71,27654,0,282,0x0000080c,0,0,0
1,91,0xe4cb50a6,0x94d13729,0,1,1,507,17,53,53,22007,0,225,0x0000080c,0,0,0
1,91,0xe4cb50a6,0x94d13729,1,1,1,507,17,53,18,10968,0,114,0x0000080c,0,0,0
