target_count,seed_j,seed_meas,backend,success,termination_reason,result_index,trial_count,L_BBHT,execution_seconds,wall_seconds,build_seconds,transpile_seconds
4,50,2779077224,NUMPY_FLOAT64,1,SUCCESS,2,22,120,0.013527188100852072,0.021395944990217686,,
4,50,2779077224,QISKIT_AER_STATEVECTOR,1,SUCCESS,2,22,120,1.6914554430404678,1.7095947000198066,0.0,0.0
16,1,2779077211,NUMPY_FLOAT64,1,SUCCESS,2,9,10,0.0010587179567664862,0.0031846279744058847,,
16,1,2779077211,QISKIT_AER_STATEVECTOR,1,SUCCESS,2,9,10,0.15751647134311497,0.4568642530357465,0.05665187700651586,0.22510807786602527
16,2,2779077208,NUMPY_FLOAT64,1,SUCCESS,10,17,54,0.006925620255060494,0.014064911985769868,,
16,2,2779077208,QISKIT_AER_STATEVECTOR,1,SUCCESS,10,17,54,0.7079758750041947,1.8814830139745027,0.4493040220113471,0.6086144400760531
16,3,2779077209,NUMPY_FLOAT64,1,SUCCESS,4,10,8,0.0018344632117077708,0.006123721948824823,,
16,3,2779077209,QISKIT_AER_STATEVECTOR,1,SUCCESS,4,10,8,0.12107610900420696,0.3371072110021487,0.08511680201627314,0.11565636796876788
16,4,2779077214,NUMPY_FLOAT64,1,SUCCESS,7,10,19,0.002937914105132222,0.007007864071056247,,
16,4,2779077214,QISKIT_AER_STATEVECTOR,1,SUCCESS,7,10,19,0.32101325795520097,0.6002827379852533,0.09936992591246963,0.1484356679720804
16,5,2779077215,NUMPY_FLOAT64,1,SUCCESS,7,12,18,0.003045142744667828,0.00833529606461525,,
16,5,2779077215,QISKIT_AER_STATEVECTOR,1,SUCCESS,7,12,18,0.2973633350338787,0.30705761804711074,0.0,0.0
